P#,Document,Extension,Jenis,SortCategory,Category,SortTopic,Topic,Date,Last Updated,MIME Type,Size,ID,url
9,Pencegahan Penyalahgunaan P3B (Ketentuan ini dicabut sejak 1 Agustus 2017),,PPh,15,PPh Pasal 26,,,Wed Feb 19 2020 16:14:57 GMT+0800 (HKT),Wed Feb 19 2020 16:15:11 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),16A9bQG8urAc_MwTBktQl22fI-Bt9GMUMjei7nmx6hQ4,https://docs.google.com/document/d/16A9bQG8urAc_MwTBktQl22fI-Bt9GMUMjei7nmx6hQ4/edit?usp=drivesdk
8,DGT 1 dan DGT 2 (Ketentuan ini sudah dicabut sejak 1 Agustus 2017),,PPh,15,PPh Pasal 26,,,Wed Feb 19 2020 16:14:49 GMT+0800 (HKT),Wed Feb 19 2020 16:15:03 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1-383pxq1iausHPDZ8UN60dFpDlt9BHa0Rk9p2IVuXpc,https://docs.google.com/document/d/1-383pxq1iausHPDZ8UN60dFpDlt9BHa0Rk9p2IVuXpc/edit?usp=drivesdk
7,Surat Keterangan Domisili (DGT 6 dan DGT 7) bagi SPDN Indonesia dalam rangka P3B (Ketentuan Sebelum 12 Mei 2017),,PPh,15,PPh Pasal 26,,,Wed Feb 19 2020 16:14:42 GMT+0800 (HKT),Wed Feb 19 2020 16:14:57 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1qMP-kMOm_LKN9fNPpUIuphnJeExPHhFkEH6G4Vc8t4Y,https://docs.google.com/document/d/1qMP-kMOm_LKN9fNPpUIuphnJeExPHhFkEH6G4Vc8t4Y/edit?usp=drivesdk
6,Perlakuan PPh Vs Perjanjian Internasional,,PPh,15,PPh Pasal 26,,,Wed Feb 19 2020 16:14:36 GMT+0800 (HKT),Wed Feb 19 2020 16:14:49 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1JjBk14ef0jatL6hs_t5Nv1ttuadMXGy1xT2EO9RhcwA,https://docs.google.com/document/d/1JjBk14ef0jatL6hs_t5Nv1ttuadMXGy1xT2EO9RhcwA/edit?usp=drivesdk
5,Premi Asuransi dan Reasuransi yang Dibayar kepada Perusahaan Asuransi di Luar Negeri,,PPh,15,PPh Pasal 26,,,Wed Feb 19 2020 16:14:30 GMT+0800 (HKT),Wed Feb 19 2020 16:14:43 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),151fLp-GqCDzu2F0jbAoiAbDkPPECHxIQXtn3JQsutiw,https://docs.google.com/document/d/151fLp-GqCDzu2F0jbAoiAbDkPPECHxIQXtn3JQsutiw/edit?usp=drivesdk
4,PPh Pasal 26 atas Penjualan Saham yang Dilakukan oleh WPLN,,PPh,15,PPh Pasal 26,,,Wed Feb 19 2020 16:14:23 GMT+0800 (HKT),Wed Feb 19 2020 16:14:37 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1dLtcDimlbgeUScyUgONrqNnPeODloF3Q4YUcRiXcTYU,https://docs.google.com/document/d/1dLtcDimlbgeUScyUgONrqNnPeODloF3Q4YUcRiXcTYU/edit?usp=drivesdk
3,Tabel Tarif PPh Pasal 26,,PPh,15,PPh Pasal 26,,,Wed Feb 19 2020 16:14:17 GMT+0800 (HKT),Wed Feb 19 2020 16:14:31 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1cB2rcc-05HCIFOsl6kzpjGgXxS1uEtjvguQFrxL24tA,https://docs.google.com/document/d/1cB2rcc-05HCIFOsl6kzpjGgXxS1uEtjvguQFrxL24tA/edit?usp=drivesdk
2,Surat Keterangan Domisili Bagi SPDN Indonesia Dalam Rangka P3B dan Pengesahan Formulir Khusus,,PPh,15,PPh Pasal 26,,,Wed Feb 19 2020 16:14:06 GMT+0800 (HKT),Wed Feb 19 2020 16:14:23 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1aSojVDlrGz0bqO_CyLUQNui9MhTaG-IJyjLkVmXGnv4,https://docs.google.com/document/d/1aSojVDlrGz0bqO_CyLUQNui9MhTaG-IJyjLkVmXGnv4/edit?usp=drivesdk
1,"Penerapan P3B, DGT dan SKD",,PPh,15,PPh Pasal 26,,,Wed Feb 19 2020 16:13:58 GMT+0800 (HKT),Wed Feb 19 2020 16:14:12 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1fZffTJX7x50Gl0vlp90f93TciPZwj42b5DGyLmSzznI,https://docs.google.com/document/d/1fZffTJX7x50Gl0vlp90f93TciPZwj42b5DGyLmSzznI/edit?usp=drivesdk
7,pengurangan besarnya PPh pasal 25 bagi wajib pajak industri tertentu,,PPh,14,PPh Pasal 25,,,Wed Feb 19 2020 15:49:02 GMT+0800 (HKT),Wed Feb 19 2020 15:49:15 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1y_uD3q7iCaOSYlrEla9pDS-H1CAqdvSTxDi8fN26yzA,https://docs.google.com/document/d/1y_uD3q7iCaOSYlrEla9pDS-H1CAqdvSTxDi8fN26yzA/edit?usp=drivesdk
6,"Cara Menghitung PPh Pasal 25 untuk WP BUMN, BUMD, WP Masuk Bursa",,PPh,14,PPh Pasal 25,,,Wed Feb 19 2020 15:48:53 GMT+0800 (HKT),Wed Feb 19 2020 15:49:08 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1EjF8RStZA_O9TuJ5PN0FsffAjyHtVv3i-9w_TAUatck,https://docs.google.com/document/d/1EjF8RStZA_O9TuJ5PN0FsffAjyHtVv3i-9w_TAUatck/edit?usp=drivesdk
5,"Cara menghitung PPh Pasal 25 untuk WP Bank, WP SGU dengan Hak Opsi",,PPh,14,PPh Pasal 25,,,Wed Feb 19 2020 15:48:46 GMT+0800 (HKT),Wed Feb 19 2020 15:49:00 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1GsUoLIjF2FjbXeF6J8bEd52Ehrlv-X_yudIBC3nCtvo,https://docs.google.com/document/d/1GsUoLIjF2FjbXeF6J8bEd52Ehrlv-X_yudIBC3nCtvo/edit?usp=drivesdk
4,Cara Menghitung PPh Pasal 25 untuk WP BARU,,PPh,14,PPh Pasal 25,,,Wed Feb 19 2020 15:48:40 GMT+0800 (HKT),Wed Feb 19 2020 15:48:54 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1p42mzuL0t0_C_E7UzveLoIHzG6qIE503cvI5GTlJ52w,https://docs.google.com/document/d/1p42mzuL0t0_C_E7UzveLoIHzG6qIE503cvI5GTlJ52w/edit?usp=drivesdk
3,Fiskal Luar Negeri,,PPh,14,PPh Pasal 25,,,Wed Feb 19 2020 15:48:33 GMT+0800 (HKT),Wed Feb 19 2020 15:48:47 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1-24IvY27YjAoOpYiHGpalAe_9CDZ2sRom_roDrVDYzQ,https://docs.google.com/document/d/1-24IvY27YjAoOpYiHGpalAe_9CDZ2sRom_roDrVDYzQ/edit?usp=drivesdk
2,Pelaporan SPT Masa PPh 25,,PPh,14,PPh Pasal 25,,,Wed Feb 19 2020 15:48:21 GMT+0800 (HKT),Wed Feb 19 2020 15:48:35 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1ytOFm3F6guyODxS-UE1ciVzXIYmSGMgvefmIl6h5JSM,https://docs.google.com/document/d/1ytOFm3F6guyODxS-UE1ciVzXIYmSGMgvefmIl6h5JSM/edit?usp=drivesdk
1,PPh Pasal 25 atas Orang Pribadi Pengusaha Tertentu (OPPT),,PPh,14,PPh Pasal 25,,,Wed Feb 19 2020 15:48:12 GMT+0800 (HKT),Wed Feb 19 2020 15:48:26 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),11lgVUG3olOcLu83Y2ogNRRl61nD3DKdM9PKORKki3yk,https://docs.google.com/document/d/11lgVUG3olOcLu83Y2ogNRRl61nD3DKdM9PKORKki3yk/edit?usp=drivesdk
5,Dalam hal WP mengalami perubahan usaha atau kegiatan WP,,PPh,14,PPh Pasal 25,1,Cara Menghitung PPh Pasal 25 dalam hal-hal Tertentu,Wed Feb 19 2020 15:50:47 GMT+0800 (HKT),Wed Feb 19 2020 15:51:00 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1XrrZdFO3CDSXwHCitB0mXliKaSZW_WQaEI-IUheI3a4,https://docs.google.com/document/d/1XrrZdFO3CDSXwHCitB0mXliKaSZW_WQaEI-IUheI3a4/edit?usp=drivesdk
4,Dalam hal WP membetulkan sendiri SPT Tahunan PPh,,PPh,14,PPh Pasal 25,1,Cara Menghitung PPh Pasal 25 dalam hal-hal Tertentu,Wed Feb 19 2020 15:50:41 GMT+0800 (HKT),Wed Feb 19 2020 15:50:54 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1RO8Kkvg7cvT3f-QZoUy40-WJWTwTblqMcYIxMyk-QZo,https://docs.google.com/document/d/1RO8Kkvg7cvT3f-QZoUy40-WJWTwTblqMcYIxMyk-QZo/edit?usp=drivesdk
3,Dalam hal WP diberikan perpanjangan jangka waktu penyampaian SPT Tahunan PPh,,PPh,14,PPh Pasal 25,1,Cara Menghitung PPh Pasal 25 dalam hal-hal Tertentu,Wed Feb 19 2020 15:50:34 GMT+0800 (HKT),Wed Feb 19 2020 15:50:48 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1nLzDO_45EvfqnvtgALz8D3uF7pLw6A906szUWb1FkDY,https://docs.google.com/document/d/1nLzDO_45EvfqnvtgALz8D3uF7pLw6A906szUWb1FkDY/edit?usp=drivesdk
2,Dalam hal WP melaporkan SPT Tahunan PPh Tahun Pajak Lalu Lewat Batas Waktu,,PPh,14,PPh Pasal 25,1,Cara Menghitung PPh Pasal 25 dalam hal-hal Tertentu,Wed Feb 19 2020 15:50:28 GMT+0800 (HKT),Wed Feb 19 2020 15:50:42 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1r3YdPKcI4AifkMMtxiGOVfI25tKU-ZzUOZ_Xx5PVDuw,https://docs.google.com/document/d/1r3YdPKcI4AifkMMtxiGOVfI25tKU-ZzUOZ_Xx5PVDuw/edit?usp=drivesdk
1,Dalam hal WP berhak atas kompensasi kerugian dan Menerima Penghasilan Tidak Teratur,,PPh,14,PPh Pasal 25,1,Cara Menghitung PPh Pasal 25 dalam hal-hal Tertentu,Wed Feb 19 2020 15:50:21 GMT+0800 (HKT),Wed Feb 19 2020 15:50:35 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1IpUXwd3VfY-Q9PltnFgs8hRp82QKT_gA4bXPsj46hJ0,https://docs.google.com/document/d/1IpUXwd3VfY-Q9PltnFgs8hRp82QKT_gA4bXPsj46hJ0/edit?usp=drivesdk
11,"PPh Pasal 22 Industri atau badan usaha komoditas tambang batubara, mineral logam, dan mineral bukan logam",,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:51:30 GMT+0800 (HKT),Wed Feb 19 2020 14:51:46 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1NlCZbuJOfNZR-aY3fNhBZE0dlQj9mUJNnDNk2cm4tXU,https://docs.google.com/document/d/1NlCZbuJOfNZR-aY3fNhBZE0dlQj9mUJNnDNk2cm4tXU/edit?usp=drivesdk
10,PPh Pasal 22 atas Badan Usaha Tertentu,,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:48:44 GMT+0800 (HKT),Wed Feb 19 2020 14:48:57 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1MmQw4vDbsdvtoP6LelzAxiCbHL7eAPWdA0E__rpAFZw,https://docs.google.com/document/d/1MmQw4vDbsdvtoP6LelzAxiCbHL7eAPWdA0E__rpAFZw/edit?usp=drivesdk
9,"SKB PPh Potput (SKB PPh 21, 22, 22 impor, 23)",,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:48:12 GMT+0800 (HKT),Wed Feb 19 2020 14:48:25 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1pJMniVanw5BXdBW7Nv3RtnNS2rjx8hY5_aMESxYc8JI,https://docs.google.com/document/d/1pJMniVanw5BXdBW7Nv3RtnNS2rjx8hY5_aMESxYc8JI/edit?usp=drivesdk
7,"PPh Pasal 22 Industri atau eksportir sektor kehutanan, perkebunan, pertanian, peternakan, dan perikanan",,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:47:51 GMT+0800 (HKT),Wed Feb 19 2020 14:48:07 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),13D2nvmHZRUvwog9Ybw2zwwlcE6MTlnkg0zGGoHRSpL8,https://docs.google.com/document/d/13D2nvmHZRUvwog9Ybw2zwwlcE6MTlnkg0zGGoHRSpL8/edit?usp=drivesdk
8,PPh Pasal 22 Penjualan Barang yang Tergolong Sangat Mewah,,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:47:32 GMT+0800 (HKT),Wed Feb 19 2020 14:47:46 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1sQ87lcZVePsLRYHAcvo0v15VHPq4SduubIRBFKsUuwc,https://docs.google.com/document/d/1sQ87lcZVePsLRYHAcvo0v15VHPq4SduubIRBFKsUuwc/edit?usp=drivesdk
6,PPh Pasal 22 Industri Tertentu,,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:24:12 GMT+0800 (HKT),Wed Feb 19 2020 14:24:25 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1PBYkV4ydh98CTiTrIluXhb3VJnLcGxzOK6L_-sMM_QY,https://docs.google.com/document/d/1PBYkV4ydh98CTiTrIluXhb3VJnLcGxzOK6L_-sMM_QY/edit?usp=drivesdk
5,"PPh Pasal 22 Produsen atau importir bahan bakar minyak, bahan bakar gas, dan pelumas",,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:22:04 GMT+0800 (HKT),Wed Feb 19 2020 14:22:18 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1bwqQmts9kiK8QUCWhUXgmneIsvDHLdV5HwDtmDdPYHY,https://docs.google.com/document/d/1bwqQmts9kiK8QUCWhUXgmneIsvDHLdV5HwDtmDdPYHY/edit?usp=drivesdk
4,PPh Pasal 22 Bendaharawan,,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:20:31 GMT+0800 (HKT),Wed Feb 19 2020 14:20:44 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1F4MgnEArgXnuzoa2rIkUXpGSBrRt-ckkUcBdR8XzGgY,https://docs.google.com/document/d/1F4MgnEArgXnuzoa2rIkUXpGSBrRt-ckkUcBdR8XzGgY/edit?usp=drivesdk
3,PPh Pasal 22 yang Dipungut Bank Devisa dan DJBC,,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:18:36 GMT+0800 (HKT),Wed Feb 19 2020 14:18:49 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1qmsxGN4mK6RcWKRFLzHa22zCOOiuNBphO86aXXQNnC4,https://docs.google.com/document/d/1qmsxGN4mK6RcWKRFLzHa22zCOOiuNBphO86aXXQNnC4/edit?usp=drivesdk
2,PPh Pasal 22,,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:17:58 GMT+0800 (HKT),Wed Feb 19 2020 14:18:11 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1U4_IvxN0a-s0qqaMMNLw62F84p4qK6UEuMGUgvALNw0,https://docs.google.com/document/d/1U4_IvxN0a-s0qqaMMNLw62F84p4qK6UEuMGUgvALNw0/edit?usp=drivesdk
1,Tabel Tarif PPh Pasal 22,,PPh,8,PPh Pasal 22,,,Wed Feb 19 2020 14:17:21 GMT+0800 (HKT),Wed Feb 19 2020 14:17:34 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1PeFGrfnwZWzZaOWEyr4K2SdfQrdRUFJm_Elyv_K9MUU,https://docs.google.com/document/d/1PeFGrfnwZWzZaOWEyr4K2SdfQrdRUFJm_Elyv_K9MUU/edit?usp=drivesdk
1,PPH PASAL 24 ATAS penghasilan WPDN dari Luar Negeri,,PPh,13,PPh Pasal 24,,,Wed Feb 19 2020 15:46:23 GMT+0800 (HKT),Wed Feb 19 2020 15:46:37 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),16eFVNqedcvIJ83pv7uolibpxeNjGrPvSlK1-uDdNHgw,https://docs.google.com/document/d/16eFVNqedcvIJ83pv7uolibpxeNjGrPvSlK1-uDdNHgw/edit?usp=drivesdk
2,Revaluasi aktiva tetap untuk tahun 2015 dan 2016,,PPh,12,PPh Pasal 19,,,Wed Feb 19 2020 15:44:59 GMT+0800 (HKT),Wed Feb 19 2020 15:45:12 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1o_3E8szzL50o1ipSBIlxrqgFGYhLpLp70j1PLrB8Az8,https://docs.google.com/document/d/1o_3E8szzL50o1ipSBIlxrqgFGYhLpLp70j1PLrB8Az8/edit?usp=drivesdk
1,PPh PASAL 19 ATAS Revaluasi (penilaian kembali aktiva tetap),,PPh,12,PPh Pasal 19,,,Wed Feb 19 2020 15:44:53 GMT+0800 (HKT),Wed Feb 19 2020 15:45:07 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1MnIOCKlE_jOApX6xe_uoC3pOKyXkRvklqCXG7e4P4Ik,https://docs.google.com/document/d/1MnIOCKlE_jOApX6xe_uoC3pOKyXkRvklqCXG7e4P4Ik/edit?usp=drivesdk
6,PPh Pasal 15 atas WP yang melakukan kegiatan usaha jasa maklon internasional di bidang produksi mainan anak-anak,,PPh,11,PPh Pasal 15,,,Wed Feb 19 2020 15:43:49 GMT+0800 (HKT),Wed Feb 19 2020 15:44:03 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),19vYS2L-_5XyjKjb84CFx7wxTQPEAJ-P9ezPtueWxd-E,https://docs.google.com/document/d/19vYS2L-_5XyjKjb84CFx7wxTQPEAJ-P9ezPtueWxd-E/edit?usp=drivesdk
5,PPh Pasal 15 atas Kantor Perwakilan Dagang Asing (representative office/liaison office) di Indonesia,,PPh,11,PPh Pasal 15,,,Wed Feb 19 2020 15:43:42 GMT+0800 (HKT),Wed Feb 19 2020 15:43:57 GMT+0800 (HKT),document,Fri Dec 29 1899 23:54:17 GMT+0800 (HKT),1GloQbxFpmjByQep0zvspHetv72niXYPi_3UVVO5FnOE,https://docs.google.com/document/d/1GloQbxFpmjByQep0zvspHetv72niXYPi_3UVVO5FnOE/edit?usp=drivesdk
4,Tabel Tarif PPh Pasal 15,,PPh,11,PPh Pasal 15,,,Wed Feb 19 2020 15:43:35 GMT+0800 (HKT),Wed Feb 19 2020 15:43:50 GMT+0800 (HKT),document,0,1B69wDYJOXhyP5IJovJtE4zKVVM3t0iaj7aZzvewEVh8,https://docs.google.com/document/d/1B69wDYJOXhyP5IJovJtE4zKVVM3t0iaj7aZzvewEVh8/edit?usp=drivesdk
3,PPh Pasal 15 atas Penerbangan Dalam Negeri,,PPh,11,PPh Pasal 15,,,Wed Feb 19 2020 15:43:29 GMT+0800 (HKT),Wed Feb 19 2020 15:43:42 GMT+0800 (HKT),document,0,1rQKPKrCr3mP6X37WZW_8mMm3CVrvbuUtdW6kO0xO5Bk,https://docs.google.com/document/d/1rQKPKrCr3mP6X37WZW_8mMm3CVrvbuUtdW6kO0xO5Bk/edit?usp=drivesdk
2,PPh Pasal 15 atas Pelayaran/Penerbangan Luar Negeri,,PPh,11,PPh Pasal 15,,,Wed Feb 19 2020 15:43:23 GMT+0800 (HKT),Wed Feb 19 2020 15:43:36 GMT+0800 (HKT),document,0,1CxR1PwvuZISa7952X13LQEBRtMClLYV6SgluZydS0GQ,https://docs.google.com/document/d/1CxR1PwvuZISa7952X13LQEBRtMClLYV6SgluZydS0GQ/edit?usp=drivesdk
1,PPh Pasal 15 atas PELAYARAN DALAM NEGERI,,PPh,11,PPh Pasal 15,,,Wed Feb 19 2020 15:43:13 GMT+0800 (HKT),Wed Feb 19 2020 15:43:26 GMT+0800 (HKT),document,0,1Nbj2DETmXrVr6xHrpYbkhmcdKofVWxCMKKf9-ThgOyQ,https://docs.google.com/document/d/1Nbj2DETmXrVr6xHrpYbkhmcdKofVWxCMKKf9-ThgOyQ/edit?usp=drivesdk
3,PPh Pasal 21 Atas Bonus dan Tunjangan Hari Raya (THR),,PPh,7,PPh Pasal 21,5,Cara Perhitungan sejak Tahun Pajak 2016,Wed Feb 19 2020 14:15:06 GMT+0800 (HKT),Wed Feb 19 2020 14:15:19 GMT+0800 (HKT),document,0,1O1s5RQNey1E3kz6Z-HaEXyfSbQYWzuJx-fJ2U0QISjw,https://docs.google.com/document/d/1O1s5RQNey1E3kz6Z-HaEXyfSbQYWzuJx-fJ2U0QISjw/edit?usp=drivesdk
2,PPh Pasal 21 Pegawai Tidak Tetap,,PPh,7,PPh Pasal 21,5,Cara Perhitungan sejak Tahun Pajak 2016,Wed Feb 19 2020 14:14:50 GMT+0800 (HKT),Wed Feb 19 2020 14:15:03 GMT+0800 (HKT),document,0,1R2s3_-GiozhWGFycGSDXsQo3YRdJa43RJK8hw4-oVpU,https://docs.google.com/document/d/1R2s3_-GiozhWGFycGSDXsQo3YRdJa43RJK8hw4-oVpU/edit?usp=drivesdk
